"cdr_ID","calldate","custom_header1","fbasename","match_header","GeoPosition","spool_index"
76100447,"2018-05-01 00:01:00",NULL,"bb98bcb8-4cd2-11e8-b939-e347ddf0485a",NULL,NULL,NULL
76100449,"2018-05-01 00:00:33",NULL,"5a66ae2c2b6d0a09",NULL,NULL,NULL
76100450,"2018-05-01 00:00:36",NULL,"ad00c5d8-4cd2-11e8-bc69-f9bd34d2010b",NULL,NULL,NULL
76100451,"2018-05-01 00:01:10",NULL,"77495M2M5MDMzZjljNzBkOTNjMTJjYzNhMzUyNzVlOTM3ZjU",NULL,NULL,NULL
76100452,"2018-05-01 00:00:33",NULL,"5a66ae2c2b6d0a09",NULL,NULL,NULL
76100453,"2018-05-01 00:00:36",NULL,"ad00c5d8-4cd2-11e8-bc69-f9bd34d2010b",NULL,NULL,NULL
76100454,"2018-05-01 00:01:10",NULL,"77495M2M5MDMzZjljNzBkOTNjMTJjYzNhMzUyNzVlOTM3ZjU",NULL,NULL,NULL
76100457,"2018-05-01 00:00:32",NULL,"1254073730-3734121640-734604756@IRISMSC7.iristel.net",NULL,NULL,NULL
76100458,"2018-05-01 00:01:20",NULL,"82170888-1950594609-15419263",NULL,NULL,NULL
76100461,"2018-05-01 00:01:17",NULL,"1254079728-3734121685-1900912717@IRISMSC7.iristel.net",NULL,NULL,NULL
76100462,"2018-05-01 00:01:17",NULL,"cad70036-4cd2-11e8-b993-e347ddf0485a",NULL,NULL,NULL
76100464,"2018-05-01 00:01:36",NULL,"aa075620-b3d8a643@10.222.1.65",NULL,NULL,NULL
76100465,"2018-05-01 00:00:23",NULL,"1-5fdf326b0a030100.2ecbbc7c@68.68.117.61",NULL,NULL,NULL
76100466,"2018-05-01 00:00:23",NULL,"1-5fdf326b0a030100.2ecbbc7c@68.68.117.61",NULL,NULL,NULL
76100467,"2018-05-01 00:01:33",NULL,"cee9e990-4cd2-11e8-bc9c-f9bd34d2010b",NULL,NULL,NULL
76100468,"2018-05-01 00:01:33",NULL,"cee9e990-4cd2-11e8-bc9c-f9bd34d2010b",NULL,NULL,NULL
76100469,"2018-05-01 00:00:42",NULL,"b086cc16-4cd2-11e8-b8e1-e347ddf0485a",NULL,NULL,NULL
76100470,"2018-05-01 00:01:13",NULL,"c2da60e4-4cd2-11e8-b970-e347ddf0485a",NULL,NULL,NULL
76100471,"2018-05-01 00:01:52",NULL,"da545a18-4cd2-11e8-9476-ddd3ed43b001",NULL,NULL,NULL
76100472,"2018-05-01 00:00:32",NULL,"1254073674-3734121640-1334862009@IRISMSC7.iristel.net",NULL,NULL,NULL
76100473,"2018-05-01 00:00:53",NULL,"bc84394a-4cd2-11e8-b954-e347ddf0485a",NULL,NULL,NULL
76100474,"2018-05-01 00:00:52",NULL,"7d6f572-e44f54cb-2e0d5828@192.168.51.111",NULL,NULL,NULL
76100475,"2018-05-01 00:01:01",NULL,"e_5rtVVPMFXOdDvEBDcNWA..",NULL,NULL,NULL
76100476,"2018-05-01 00:01:04",NULL,"c2da60e4-4cd2-11e8-b970-e347ddf0485a",NULL,NULL,NULL
76100478,"2018-05-01 00:01:02",NULL,"bc84394a-4cd2-11e8-b954-e347ddf0485a",NULL,NULL,NULL
76100479,"2018-05-01 00:01:26",NULL,"ca92161a-4cd2-11e8-9dd1-5dca86831630",NULL,NULL,NULL
76100480,"2018-05-01 00:00:42",NULL,"b086cc16-4cd2-11e8-b8e1-e347ddf0485a",NULL,NULL,NULL
76100481,"2018-05-01 00:01:52",NULL,"da545a18-4cd2-11e8-9476-ddd3ed43b001",NULL,NULL,NULL
76100482,"2018-05-01 00:01:13",NULL,"c2da60e4-4cd2-11e8-b970-e347ddf0485a",NULL,NULL,NULL
76100483,"2018-05-01 00:01:33",NULL,"cee9e990-4cd2-11e8-bc9c-f9bd34d2010b",NULL,NULL,NULL
76100484,"2018-05-01 00:01:26",NULL,"ca92161a-4cd2-11e8-9dd1-5dca86831630",NULL,NULL,NULL
76100486,"2018-05-01 00:01:26",NULL,"ca92161a-4cd2-11e8-9dd1-5dca86831630",NULL,NULL,NULL
76100487,"2018-05-01 00:01:02",NULL,"bc84394a-4cd2-11e8-b954-e347ddf0485a",NULL,NULL,NULL
76100490,"2018-05-01 00:01:53",NULL,"E98413C6@209.197.130.80",NULL,NULL,NULL
76100492,"2018-05-01 00:01:41",NULL,"d40799f4-4cd2-11e8-942b-ddd3ed43b001",NULL,NULL,NULL
76100493,"2018-05-01 00:01:58",NULL,"de114648-4cd2-11e8-bcf5-f9bd34d2010b",NULL,NULL,NULL
76100495,"2018-05-01 00:02:02",NULL,"e091b0e2-4cd2-11e8-ace4-2f851045dcd1",NULL,NULL,NULL
76100496,"2018-05-01 00:01:58",NULL,"de112708-4cd2-11e8-bcef-f9bd34d2010b",NULL,NULL,NULL
76100498,"2018-05-01 00:01:41",NULL,"d40799f4-4cd2-11e8-942b-ddd3ed43b001",NULL,NULL,NULL
76100499,"2018-05-01 00:01:58",NULL,"de114648-4cd2-11e8-bcf5-f9bd34d2010b",NULL,NULL,NULL
76100501,"2018-05-01 00:02:02",NULL,"e091b0e2-4cd2-11e8-ace4-2f851045dcd1",NULL,NULL,NULL
76100502,"2018-05-01 00:01:58",NULL,"de112708-4cd2-11e8-bcef-f9bd34d2010b",NULL,NULL,NULL
76100504,"2018-05-01 00:00:27",NULL,"ac85d4e0-4cd2-11e8-83e1-0d3c4b5a369c",NULL,NULL,NULL
76100505,"2018-05-01 00:01:32",NULL,"1-582afc160a010100.76d5c6ca@68.68.119.98",NULL,NULL,NULL
76100506,"2018-05-01 00:01:35",NULL,"d00157d2-4cd2-11e8-bcc4-f9bd34d2010b",NULL,NULL,NULL
76100507,"2018-05-01 00:01:24",NULL,"1-5fdf47380a020100.61fcb475@68.68.117.61",NULL,NULL,NULL
76100508,"2018-05-01 00:01:32",NULL,"1-582afc160a010100.76d5c6ca@68.68.119.98",NULL,NULL,NULL
76100509,"2018-05-01 00:01:35",NULL,"d00157d2-4cd2-11e8-bcc4-f9bd34d2010b",NULL,NULL,NULL
76100510,"2018-05-01 00:01:24",NULL,"1-5fdf47380a020100.61fcb475@68.68.117.61",NULL,NULL,NULL
76100511,"2018-05-01 00:01:58",NULL,"e30cf926-4cd2-11e8-b9bb-e347ddf0485a",NULL,NULL,NULL
76100512,"2018-05-01 00:01:48",NULL,"1254083787-3734121716-298323616@IRISMSC7.iristel.net",NULL,NULL,NULL
76100513,"2018-05-01 00:01:49",NULL,"dde5542a-4cd2-11e8-8460-0d3c4b5a369c",NULL,NULL,NULL
76100514,"2018-05-01 00:01:57",NULL,"1254084969-3734121726-850048689@IRISMSC7.iristel.net",NULL,NULL,NULL
76100515,"2018-05-01 00:01:04",NULL,"1-b75d7f010a020200.3ecf0130@68.68.119.104",NULL,NULL,NULL
76100516,"2018-05-01 00:01:04",NULL,"1-b75d7f010a020200.3ecf0130@68.68.119.104",NULL,NULL,NULL
76100517,"2018-05-01 00:02:33",NULL,"f2d8f8dc-4cd2-11e8-b9d4-e347ddf0485a",NULL,NULL,NULL
76100518,"2018-05-01 00:01:41",NULL,"d38658da-4cd2-11e8-941b-ddd3ed43b001",NULL,NULL,NULL
76100519,"2018-05-01 00:02:33",NULL,"f2d8f8dc-4cd2-11e8-b9d4-e347ddf0485a",NULL,NULL,NULL
76100520,"2018-05-01 00:01:41",NULL,"d38658da-4cd2-11e8-941b-ddd3ed43b001",NULL,NULL,NULL
76100521,"2018-05-01 00:02:23",NULL,"c1536bd1-c26f91c5@localhost",NULL,NULL,NULL
76100522,"2018-05-01 00:02:25",NULL,"f2d8f8dc-4cd2-11e8-b9d4-e347ddf0485a",NULL,NULL,NULL
76100523,"2018-05-01 00:02:29",NULL,"f5c13654-4cd2-11e8-b9ee-e347ddf0485a",NULL,NULL,NULL
76100524,"2018-05-01 00:02:29",NULL,"f5c1701a-4cd2-11e8-b9fa-e347ddf0485a",NULL,NULL,NULL
76100525,"2018-05-01 00:02:29",NULL,"f5c1ae0e-4cd2-11e8-ba06-e347ddf0485a",NULL,NULL,NULL
76100526,"2018-05-01 00:02:29",NULL,"f5c22046-4cd2-11e8-ba1e-e347ddf0485a",NULL,NULL,NULL
76100527,"2018-05-01 00:02:29",NULL,"f5c27820-4cd2-11e8-ba30-e347ddf0485a",NULL,NULL,NULL
76100528,"2018-05-01 00:02:29",NULL,"f5c18ec4-4cd2-11e8-ba00-e347ddf0485a",NULL,NULL,NULL
76100529,"2018-05-01 00:02:29",NULL,"f5c257f0-4cd2-11e8-ba2a-e347ddf0485a",NULL,NULL,NULL
76100530,"2018-05-01 00:02:29",NULL,"f5c1caf6-4cd2-11e8-ba0c-e347ddf0485a",NULL,NULL,NULL
76100531,"2018-05-01 00:02:29",NULL,"f5c2d1b2-4cd2-11e8-ba3c-e347ddf0485a",NULL,NULL,NULL
76100532,"2018-05-01 00:02:29",NULL,"f5c15260-4cd2-11e8-b9f4-e347ddf0485a",NULL,NULL,NULL
76100533,"2018-05-01 00:01:20",NULL,"ad6287969de68036",NULL,NULL,NULL
76100534,"2018-05-01 00:02:37",NULL,"fa06cf1c-4cd2-11e8-84b0-0d3c4b5a369c",NULL,NULL,NULL
76100535,"2018-05-01 00:01:22",NULL,"cd4a9ab2-4cd2-11e8-841b-0d3c4b5a369c",NULL,NULL,NULL
76100536,"2018-05-01 00:03:11",NULL,"333300080-243132737-201476528",NULL,NULL,NULL
76100537,"2018-05-01 00:02:28",NULL,"0_1357153250@192.168.1.218",NULL,NULL,NULL
76100538,"2018-05-01 00:01:30",NULL,"cd4a9ab2-4cd2-11e8-841b-0d3c4b5a369c",NULL,NULL,NULL
76100539,"2018-05-01 00:02:28",NULL,"0_1357153250@192.168.1.218",NULL,NULL,NULL
76100540,"2018-05-01 00:01:30",NULL,"cd4a9ab2-4cd2-11e8-841b-0d3c4b5a369c",NULL,NULL,NULL
76100542,"2018-05-01 00:00:11",NULL,"a31b0808-4cd2-11e8-b893-e347ddf0485a",NULL,NULL,NULL
76100543,"2018-05-01 00:00:10",NULL,"9850c54dd04a56de0e619e6c1a6613fb",NULL,NULL,NULL
76100546,"2018-05-01 00:02:50",NULL,"fcc8695e-4cd2-11e8-94c0-ddd3ed43b001",NULL,NULL,NULL
76100547,"2018-05-01 00:00:19",NULL,"a31b0808-4cd2-11e8-b893-e347ddf0485a",NULL,NULL,NULL
76100548,"2018-05-01 00:00:19",NULL,"a31b0808-4cd2-11e8-b893-e347ddf0485a",NULL,NULL,NULL
76100550,"2018-05-01 00:03:05",NULL,"05bf895c-4cd3-11e8-ba93-e347ddf0485a",NULL,NULL,NULL
76100552,"2018-05-01 00:02:50",NULL,"fcc8695e-4cd2-11e8-94c0-ddd3ed43b001",NULL,NULL,NULL
76100554,"2018-05-01 00:03:05",NULL,"05bf895c-4cd3-11e8-ba93-e347ddf0485a",NULL,NULL,NULL
76100555,"2018-05-01 00:02:55",NULL,"04fb25c6-4cd3-11e8-ba74-e347ddf0485a",NULL,NULL,NULL
76100557,"2018-05-01 00:02:56",NULL,"05bf895c-4cd3-11e8-ba93-e347ddf0485a",NULL,NULL,NULL
76100559,"2018-05-01 00:03:11",NULL,"09ad1be2-4cd3-11e8-84d7-0d3c4b5a369c",NULL,NULL,NULL
76100560,"2018-05-01 00:03:30",NULL,"1489a134-4cd3-11e8-84fe-0d3c4b5a369c",NULL,NULL,NULL
76100561,"2018-05-01 00:03:03",NULL,"09ad1be2-4cd3-11e8-84d7-0d3c4b5a369c",NULL,NULL,NULL
76100562,"2018-05-01 00:03:20",NULL,"d3afd45a-a052b0e8@localhost",NULL,NULL,NULL
76100563,"2018-05-01 00:03:21",NULL,"1489a134-4cd3-11e8-84fe-0d3c4b5a369c",NULL,NULL,NULL
76100564,"2018-05-01 00:03:00",NULL,"d6b42813-df078c41-df3f013@10.0.10.108",NULL,NULL,NULL
76100565,"2018-05-01 00:03:11",NULL,"09ad1be2-4cd3-11e8-84d7-0d3c4b5a369c",NULL,NULL,NULL
76100566,"2018-05-01 00:03:30",NULL,"1489a134-4cd3-11e8-84fe-0d3c4b5a369c",NULL,NULL,NULL
76100567,"2018-05-01 00:02:07",NULL,"199614ac-b6402554@10.222.1.65",NULL,NULL,NULL
76100568,"2018-05-01 00:02:09",NULL,"e99b3b5e-4cd2-11e8-8491-0d3c4b5a369c",NULL,NULL,NULL
76100571,"2018-05-01 00:03:35",NULL,"0_499901955@192.168.1.57",NULL,NULL,NULL
76100572,"2018-05-01 00:02:18",NULL,"e99b3b5e-4cd2-11e8-8491-0d3c4b5a369c",NULL,NULL,NULL
76100573,"2018-05-01 00:02:18",NULL,"e99b3b5e-4cd2-11e8-8491-0d3c4b5a369c",NULL,NULL,NULL
76100574,"2018-05-01 00:03:46",NULL,"1254099053-3734121835-1836459672@IRISMSC7.iristel.net",NULL,NULL,NULL
76100575,"2018-05-01 00:03:47",NULL,"243d4b1c-4cd3-11e8-8556-0d3c4b5a369c",NULL,NULL,NULL
76100576,"2018-05-01 00:03:25",NULL,"0_2411649114@192.168.1.111",NULL,NULL,NULL
76100577,"2018-05-01 00:02:45",NULL,"1254091452-3734121773-1310916358@IRISMSC7.iristel.net",NULL,NULL,NULL
76100578,"2018-05-01 00:01:57",NULL,"1254084996-3734121726-1052635799@IRISMSC7.iristel.net",NULL,NULL,NULL
76100579,"2018-05-01 00:03:23",NULL,"1-b75d907f0a020200.4bc178d2@68.68.119.104",NULL,NULL,NULL
76100580,"2018-05-01 00:04:22",NULL,"3386401a-4cd3-11e8-9533-ddd3ed43b001",NULL,NULL,NULL
76100581,"2018-05-01 00:03:23",NULL,"1-b75d907f0a020200.4bc178d2@68.68.119.104",NULL,NULL,NULL
76100582,"2018-05-01 00:04:22",NULL,"3386401a-4cd3-11e8-9533-ddd3ed43b001",NULL,NULL,NULL
76100583,"2018-05-01 00:02:49",NULL,"01450aaa-4cd3-11e8-ba5f-e347ddf0485a",NULL,NULL,NULL
76100584,"2018-05-01 00:03:43",NULL,"21797234-4cd3-11e8-852d-0d3c4b5a369c",NULL,NULL,NULL
76100585,"2018-05-01 00:03:41",NULL,"0_2859414407@192.168.1.205",NULL,NULL,NULL
76100586,"2018-05-01 00:03:50",NULL,"0_2859414407@192.168.1.205",NULL,NULL,NULL
76100587,"2018-05-01 00:03:51",NULL,"21797234-4cd3-11e8-852d-0d3c4b5a369c",NULL,NULL,NULL
76100588,"2018-05-01 00:04:10",NULL,"1070271864-3734121850-602463950@IRISMSC1.iristel.net",NULL,NULL,NULL
76100589,"2018-05-01 00:04:13",NULL,"2e223804-4cd3-11e8-bd62-f9bd34d2010b",NULL,NULL,NULL
76100590,"2018-05-01 00:04:28",NULL,"373e08b4-4cd3-11e8-bd89-f9bd34d2010b",NULL,NULL,NULL
76100591,"2018-05-01 00:04:28",NULL,"373e4220-4cd3-11e8-bd95-f9bd34d2010b",NULL,NULL,NULL
76100592,"2018-05-01 00:04:28",NULL,"373e24fc-4cd3-11e8-bd8f-f9bd34d2010b",NULL,NULL,NULL
76100593,"2018-05-01 00:03:50",NULL,"0_2859414407@192.168.1.205",NULL,NULL,NULL
76100594,"2018-05-01 00:03:51",NULL,"21797234-4cd3-11e8-852d-0d3c4b5a369c",NULL,NULL,NULL
76100595,"2018-05-01 00:04:10",NULL,"1070271864-3734121850-602463950@IRISMSC1.iristel.net",NULL,NULL,NULL
76100596,"2018-05-01 00:04:13",NULL,"2e223804-4cd3-11e8-bd62-f9bd34d2010b",NULL,NULL,NULL
76100597,"2018-05-01 00:05:01",NULL,"1894425248-1884354464-1667664709",NULL,NULL,NULL
76100598,"2018-05-01 00:04:28",NULL,"373e08b4-4cd3-11e8-bd89-f9bd34d2010b",NULL,NULL,NULL
76100599,"2018-05-01 00:04:28",NULL,"373e4220-4cd3-11e8-bd95-f9bd34d2010b",NULL,NULL,NULL
76100600,"2018-05-01 00:04:28",NULL,"373e24fc-4cd3-11e8-bd8f-f9bd34d2010b",NULL,NULL,NULL
76100607,"2018-05-01 00:05:11",NULL,"1254109246-3734121919-1330948524@IRISMSC7.iristel.net",NULL,NULL,NULL
76100608,"2018-05-01 00:05:17",NULL,"5690ff32-4cd3-11e8-85ef-0d3c4b5a369c",NULL,NULL,NULL
76100609,"2018-05-01 00:04:54",NULL,"1254107255-3734121903-1458436439@IRISMSC7.iristel.net",NULL,NULL,NULL
76100610,"2018-05-01 00:04:56",NULL,"4d07ffba-4cd3-11e8-85c4-0d3c4b5a369c",NULL,NULL,NULL
76100611,"2018-05-01 00:05:22",NULL,"5690dea8-4cd3-11e8-85e9-0d3c4b5a369c",NULL,NULL,NULL
76100612,"2018-05-01 00:04:11",NULL,"adcf738e-4814e3c3@192.168.61.40",NULL,NULL,NULL
76100613,"2018-05-01 00:05:19",NULL,"0_3275085324@192.168.1.111",NULL,NULL,NULL
76100614,"2018-05-01 00:05:12",NULL,"5690bd10-4cd3-11e8-85e3-0d3c4b5a369c",NULL,NULL,NULL
76100615,"2018-05-01 00:05:21",NULL,"5bd468b2-4cd3-11e8-bb53-e347ddf0485a",NULL,NULL,NULL
76100616,"2018-05-01 00:04:12",NULL,"32f9f970-4cd3-11e8-bae9-e347ddf0485a",NULL,NULL,NULL
76100617,"2018-05-01 00:05:12",NULL,"56911b70-4cd3-11e8-85f5-0d3c4b5a369c",NULL,NULL,NULL
76100618,"2018-05-01 00:04:20",NULL,"0_204050497@192.168.1.100",NULL,NULL,NULL
76100619,"2018-05-01 00:04:23",NULL,"394d349a-4cd3-11e8-8584-0d3c4b5a369c",NULL,NULL,NULL
76100620,"2018-05-01 00:04:37",NULL,"1-b75d9aca0a020200.13bf3b6c@68.68.119.104",NULL,NULL,NULL
76100621,"2018-05-01 00:05:00",NULL,"4a3de498-4cd3-11e8-bdc4-f9bd34d2010b",NULL,NULL,NULL
76100622,"2018-05-01 00:04:19",NULL,"1254102060-3734121859-706255796@IRISMSC7.iristel.net",NULL,NULL,NULL
76100623,"2018-05-01 00:05:26",NULL,"SDlho0301-3945169cfe90ed5226cd05496ec38359-cj9pa33",NULL,NULL,NULL
76100624,"2018-05-01 00:04:37",NULL,"1-b75d9aca0a020200.13bf3b6c@68.68.119.104",NULL,NULL,NULL
76100625,"2018-05-01 00:04:19",NULL,"1254102060-3734121859-706255796@IRISMSC7.iristel.net",NULL,NULL,NULL
76100626,"2018-05-01 00:05:26",NULL,"SDlho0301-3945169cfe90ed5226cd05496ec38359-cj9pa33",NULL,NULL,NULL
76100627,"2018-05-01 00:05:00",NULL,"4a3de498-4cd3-11e8-bdc4-f9bd34d2010b",NULL,NULL,NULL
76100628,"2018-05-01 00:05:27",NULL,"5ac81b94-4cd3-11e8-9dff-5dca86831630",NULL,NULL,NULL
76100629,"2018-05-01 00:05:58",NULL,"6cb396f8-4cd3-11e8-bb89-e347ddf0485a",NULL,NULL,NULL
76100630,"2018-05-01 00:05:47",NULL,"66b25c62-4cd3-11e8-9ba2-87e4db071a70",NULL,NULL,NULL
76100631,"2018-05-01 00:05:59",NULL,"6da781c8-4cd3-11e8-bb93-e347ddf0485a",NULL,NULL,NULL
76100632,"2018-05-01 00:06:05",NULL,"1-b75da8190a020200.7581c52c@68.68.119.104",NULL,NULL,NULL
76100633,"2018-05-01 00:06:00",NULL,"6e575eb8-4cd3-11e8-bb98-e347ddf0485a",NULL,NULL,NULL
76100634,"2018-05-01 00:05:27",NULL,"5ac81b94-4cd3-11e8-9dff-5dca86831630",NULL,NULL,NULL
76100635,"2018-05-01 00:05:58",NULL,"6cb396f8-4cd3-11e8-bb89-e347ddf0485a",NULL,NULL,NULL
76100636,"2018-05-01 00:05:47",NULL,"66b25c62-4cd3-11e8-9ba2-87e4db071a70",NULL,NULL,NULL
76100637,"2018-05-01 00:05:59",NULL,"6da781c8-4cd3-11e8-bb93-e347ddf0485a",NULL,NULL,NULL
76100638,"2018-05-01 00:06:05",NULL,"1-b75da8190a020200.7581c52c@68.68.119.104",NULL,NULL,NULL
76100639,"2018-05-01 00:06:00",NULL,"6e575eb8-4cd3-11e8-bb98-e347ddf0485a",NULL,NULL,NULL
76100640,"2018-05-01 00:05:49",NULL,"6cb396f8-4cd3-11e8-bb89-e347ddf0485a",NULL,NULL,NULL
76100641,"2018-05-01 00:05:51",NULL,"6da781c8-4cd3-11e8-bb93-e347ddf0485a",NULL,NULL,NULL
76100642,"2018-05-01 00:05:53",NULL,"6f2c3d5e-4cd3-11e8-bb9d-e347ddf0485a",NULL,NULL,NULL
76100643,"2018-05-01 00:05:50",NULL,"6d28f772-4cd3-11e8-bb8e-e347ddf0485a",NULL,NULL,NULL
76100644,"2018-05-01 00:05:52",NULL,"6e575eb8-4cd3-11e8-bb98-e347ddf0485a",NULL,NULL,NULL
